source_id,l,b,ra,dec,parallax,x_kpc,y_kpc,z_kpc,radial_velocity,radius_val,g_mag_abs_index,g_min_ks_index,j_ks_mag,m_ks
3987336900465419648,217.68254980233647,57.88056744879981,158.45971007675848,20.304060072191852,10.035113822092846,-0.05,-0.03,-0.08,17.656817744217268,2.7172966,21.0,11.0,0.24,6.06
6882194851389162368,31.27477189526015,-37.01959343471345,316.2132029089102,-17.16304200959451,7.807293694499708,-0.04,0.05,0.11,2.601482764518959,2.424318,16.0,5.0,0.13,6.61
5423569978527883520,268.7632619908449,2.600822967115889,139.49881295588148,-45.6362784552789,1.8769969095680226,-0.02,-0.53,-0.01,,,-15.0,-5.0,-0.15,7.64
5323824276523542528,272.5107168270072,-3.4708538787490624,136.6792830835633,-52.528688822032734,4.452516034249108,0.01,-0.22,0.01,15.730626307486807,10.180205,4.0,20.0,0.65,5.14
1712018086385581312,116.51532159791674,41.47764906460623,211.37792557640847,74.71475827841195,4.777068801913348,0.12,0.14,-0.09,-66.14311583326865,11.2297325,5.0,23.0,0.67,4.85
5863384765783967360,305.47775853154974,1.2207765308620746,198.2074463504677,-61.54518643759299,7.1446126791497715,0.0,-0.11,0.08,,2.920394,14.0,7.0,0.17,6.39
5929182427813856000,332.44210335940215,-7.843740062744099,253.75440221760653,-56.04851094606654,4.988409019018669,0.01,-0.09,0.18,-55.042912674022105,10.721482,6.0,23.0,0.74,4.84
3225790442417135872,200.23138545521758,-29.094477580623327,71.45813039014419,-2.908647797551152,10.575746376095028,0.02,-0.03,-0.09,,1.9077153,22.0,6.0,0.18,6.47
966886855903063808,168.00486248554887,18.334063419932935,100.66779538916265,47.73511895848266,16.616115861948362,0.0,0.01,-0.06,4.7999608118434836,1.5615138,32.0,10.0,0.24,6.13
3098538979578612096,220.33494721961807,-5.135981940550386,101.6324685352054,-8.918672119841162,3.021996718697851,0.02,-0.21,-0.25,,,-5.0,0.0,0.01,7.1
3946262616384600448,271.03717320826695,79.19624761782049,186.8877199270858,17.83423652083016,4.155550716043805,-0.24,-0.05,0.0,-27.360009349382274,11.063572,2.0,20.0,0.59,5.09
952346742338146176,172.3544126649996,18.030726737610607,102.33867378835623,43.75888615018843,23.990307332480967,0.0,0.01,-0.04,10.707581731528794,1.1359316,40.0,11.0,0.25,6.07
5302258008774271488,275.24952614927645,-12.285248380983617,127.18202419615302,-60.12256357729767,0.7603316846403194,0.28,-1.28,0.12,26.315011735942562,62.933804,-35.0,19.0,0.5,5.18
2728691163799248896,72.23626384582047,-33.742074688493396,331.6413360624647,12.445377745912458,9.330963828812557,-0.06,0.08,0.03,,2.027708,20.0,5.0,0.09,6.64
3220137750059767680,204.63941041003412,-19.248775458576596,82.02666008323314,-1.6698386273085477,21.61027211479015,0.01,-0.02,-0.04,-41.15562999954436,1.2372773,38.0,11.0,0.3,6.06
6205009934813117184,331.3914969511373,22.989359394377935,224.3325232549502,-32.83379828019925,6.321941053616418,-0.03,-0.07,0.14,,,11.0,2.0,0.06,6.89
6397242775373896064,324.31570049532786,-41.02102876527895,326.6581359545303,-67.59642511557172,4.143413675702611,0.09,-0.11,0.2,,,2.0,-2.0,-0.06,7.35
39026791568954112,177.78122347128104,-27.071754208228374,61.59570273833393,14.402485090568403,16.369080173827204,0.0,0.0,-0.06,69.56010860685822,1.622754,32.0,11.0,0.34,5.99
3230156087694893952,196.66389915962012,-27.575097256538427,71.17534832351772,0.5679608106861644,2.4417075502544514,0.05,-0.1,-0.39,,,-9.0,-6.0,-0.12,7.7
1310701354477617536,48.76186931915103,38.81582290635396,251.27175008395997,28.358054503648223,5.331045468007089,0.09,0.11,0.12,-41.79448512711396,5.1911654,8.0,11.0,0.25,6.01
2985657480868113024,215.4490283791176,-24.866406506186124,81.41269833126441,-13.132605853906941,10.720994258765417,0.02,-0.05,-0.08,-3.7243584793383864,2.188689,23.0,9.0,0.23,6.26
3317030425551458944,205.2206757801199,-7.633088477253929,92.53878678810659,3.3131548375909166,4.981723762892852,0.01,-0.08,-0.18,48.36915641813312,10.463239,6.0,22.0,0.69,4.9
2514881889304113408,160.93848940578494,-52.737176825375194,34.79309038916869,3.536797187051429,3.632198538846323,-0.07,0.05,-0.26,-8.236891027193803,12.5052,-1.0,20.0,0.61,5.15
3504677100035314816,308.49604708646564,40.48019755047307,197.42804118659652,-22.194039482082854,37.84019169989121,-0.01,-0.02,0.02,-9.367215747292631,0.9245435,50.0,15.0,0.46,5.6
4804440203598953984,247.68983743258065,-29.55769995565076,86.27013076431733,-41.78181577100319,7.007144240883891,0.07,-0.11,-0.05,,2.5834424,13.0,4.0,0.1,6.67
2199712825447304064,103.93609108203536,2.395936854268082,333.2918222427879,59.29952182581991,6.7118706851045555,0.01,0.14,-0.04,,2.6243153,13.0,4.0,0.05,6.73
6871005636949836928,25.01827426800523,-22.881413917468684,300.38732870701097,-16.86932503126272,29.292446550057424,-0.01,0.01,0.03,-28.26102131292339,1.0652776,45.0,13.0,0.34,5.84
5843414473520444544,302.9109899287589,-6.773473436862943,192.79972710451943,-69.64521372368705,0.18557617343666713,0.53,-4.49,2.93,,,-65.0,4.0,0.13,6.72
4194136758274442240,29.132178410571584,-14.760494831945842,294.42925842642785,-9.974377319957771,11.691696711178233,-0.01,0.04,0.07,,1.6114076,25.0,5.0,0.16,6.61
5374412050596184448,286.0469329990501,12.566116625334416,168.27002198944282,-47.055484427654804,11.220458100926974,-0.02,-0.08,0.02,7.5728724414005795,3.653954,24.0,20.0,0.46,5.13
5544588992843877632,253.2809455095632,-2.1810168977291293,121.78628181310971,-36.380976390196864,20.468064420373654,0.0,-0.05,-0.01,26.389493543633133,1.3296018,37.0,11.0,0.26,6.06
2020361382098932992,59.57460753138845,0.7340207568936389,295.04854520667527,23.88497164971076,2.5095139516774783,0.0,0.34,0.2,-0.148288652945463,20.136541,-9.0,24.0,0.71,4.71
560166647112477440,126.24670456348069,13.344557507886437,26.18559651485594,75.87211179717646,9.507378797378864,0.02,0.08,-0.06,,2.3086126,20.0,7.0,0.17,6.45
333053037107550080,139.32348188557023,-19.746973115469004,33.30589771202669,40.50719847823906,38.26695402409219,-0.01,0.02,-0.02,6.354546163187813,0.90223664,50.0,15.0,0.4,5.67
1826902586081696512,59.75530353344196,-3.7794953873805692,299.37190635312356,21.75690601070206,2.2316633905301924,-0.03,0.39,0.23,-12.40956222381359,25.90267,-11.0,25.0,0.76,4.58
6136596294105687552,307.5696016197773,19.592987588652214,198.84403564157083,-43.06309862809095,5.477999679674638,-0.05,-0.14,0.11,-7.745598847313467,9.32346,8.0,22.0,0.69,4.92
4094208193745478144,10.357993862115892,-0.9241706530341302,272.9879182383496,-20.423380329925294,0.6127229776070355,0.0,0.29,1.61,,,-39.0,0.0,-0.04,7.16
1679735909598139776,122.21188330137494,48.50497832332675,194.16795470625277,68.61595371164498,5.463518436798346,0.12,0.1,-0.1,-35.85890941478401,7.348172,8.0,18.0,0.51,5.31
5763040585821564672,232.39808298020503,28.258688816421294,136.62434638764736,-2.5994777482750573,12.665725773930854,-0.03,-0.06,-0.05,7.38427461401584,2.430911,26.0,13.0,0.38,5.81
4476214061198753280,35.08410894028966,14.485567315264051,270.83771488094663,8.419406919364505,6.618213932383043,0.02,0.08,0.12,,,12.0,4.0,0.09,6.76
1575561512193257472,134.40289530276718,58.52113734825586,181.68422645662463,57.600500192621084,11.43095556661583,0.05,0.03,-0.06,-0.7957602661585916,1.9849842,24.0,8.0,0.19,6.32
3180859861820257920,210.33965078399584,-31.932272719195968,72.92282122195091,-11.947540642659442,4.267603036466339,0.06,-0.1,-0.2,21.588627165711685,11.1334505,3.0,20.0,0.65,5.1
3008989633006016256,217.09815528462738,-21.144194766564553,85.53659471808523,-12.990281205740947,3.6738075488145094,0.06,-0.15,-0.22,20.83270600655403,10.992466,-1.0,18.0,0.55,5.32
3560309394808549376,275.3366689253968,42.482629096824006,172.05476060841616,-15.886282771916827,4.845616816053981,-0.14,-0.15,0.02,,,5.0,0.0,-0.01,7.11
547774326434121728,132.25764968666095,14.055807317579578,48.364768073897814,74.29626849204725,11.038847306535416,0.02,0.07,-0.06,-53.35827480558883,2.5306706,23.0,11.0,0.3,6.01
5821046558709288832,320.2136505587965,-13.010996670327986,245.14177493172366,-68.53669532927002,4.575729158790808,0.03,-0.14,0.17,,,4.0,-2.0,-0.11,7.36
6269653380206524288,325.764778935867,30.859956971505433,215.03458272556009,-28.04912231312596,7.6273038145282275,-0.04,-0.06,0.11,,,15.0,1.0,0.01,7.01
4494089852522156160,36.44790146538805,21.866642307041833,264.6054825788054,12.737427667193963,5.449715467907054,0.04,0.1,0.15,-7.911387218085592,8.84576,8.0,20.0,0.56,5.08
117671044371092992,161.5220627749809,-24.60610253928717,52.08865027525487,26.270412871201867,7.558326708250926,-0.02,0.04,-0.13,-26.73912985517616,7.159598,15.0,23.0,0.66,4.78
6639484394067841664,338.75138969634196,-25.76627956981694,288.69861950313344,-58.00838389244839,18.16650775128216,0.01,-0.02,0.05,32.78943246261917,1.6379756,34.0,14.0,0.4,5.72
5676420024697704960,251.45764592513763,20.965961868744802,141.48273340037696,-20.761880122332386,9.224854807876293,-0.04,-0.1,-0.03,,2.0334055,19.0,6.0,0.15,6.57
5304656936996918144,273.97001805883855,-7.475289426048379,133.09068922677983,-56.2420666364726,2.3423235360511607,0.06,-0.42,0.03,,,-10.0,-2.0,-0.04,7.31
2036338282471116416,59.62902863128365,6.929967022682597,289.03635875588463,26.86850921531053,11.990632544519764,0.01,0.07,0.04,,2.2968175,25.0,11.0,0.27,5.99
6625447410150289792,27.325042123855244,-56.55014203524368,335.47957649971295,-25.36531050817085,3.027953773622079,-0.13,0.08,0.29,-11.696123158833863,18.742413,-5.0,24.0,0.77,4.68
5633214788301612160,258.62056578346056,14.6766254175492,141.54585758713827,-30.03481248658795,6.791485508057031,-0.04,-0.14,-0.03,,,13.0,0.0,0.02,7.08
482992269557986944,143.9871160159847,16.27442716672746,78.0968686246444,67.67913409581692,7.377641776215788,0.02,0.08,-0.11,11.991722740456005,3.183934,15.0,8.0,0.21,6.28
648861707505022464,212.28379461682624,23.103458123649652,123.39249539146093,10.846853722428804,14.093193200027828,-0.01,-0.03,-0.06,-14.294226556090667,1.9695473,29.0,13.0,0.3,5.78
5580046563510067840,246.2254744214141,-19.603441504799196,98.29927724328503,-37.821916644679725,5.556082906532784,0.06,-0.16,-0.07,,3.7977827,8.0,7.0,0.16,6.45
290614465253645056,137.56901531184968,-38.43027923809454,25.28020913105593,23.025256240480132,4.294278436025678,-0.1,0.12,-0.17,8.838002421133869,10.610631,3.0,20.0,0.58,5.13
785817803574378240,155.87283182110556,64.36275844687714,172.58185809260485,47.244569867774594,4.258944648662284,0.09,0.04,-0.21,-11.755006876608217,10.512457,3.0,20.0,0.57,5.15
3444453309130702080,178.8635111565522,-0.10296228607184185,85.62096942327787,29.8502873467516,10.566778527424152,0.0,0.0,-0.09,3.920875891934646,2.7161627,22.0,12.0,0.31,5.93
24340923991956352,157.42377726650886,-45.79416001234117,36.54656491532147,10.63669248361514,28.25961497513521,-0.01,0.01,-0.03,-0.11637338289024513,1.033807,44.0,12.0,0.35,5.9
6336258259859729920,357.07603173815954,43.96334185079286,228.61918291355335,-3.3644543489617065,6.818942912458782,-0.01,-0.01,0.15,,,13.0,2.0,0.03,6.91
5800362855217762560,313.81267661831674,-8.135977203682245,223.3523311804704,-68.39174816725837,4.609811737347229,0.02,-0.15,0.15,-1.1280344653031928,12.116818,4.0,24.0,0.74,4.69
4558296040187771392,35.580794161621725,32.615445792451375,254.09170242826275,16.285221431437222,11.358555317147779,0.03,0.04,0.07,,1.6925191,24.0,5.0,0.11,6.58
5797485811232714112,309.72742757923106,-10.644296745066898,215.37034353109686,-72.31753274707735,8.218164209291505,0.02,-0.09,0.08,15.587084572857545,5.6399918,17.0,20.0,0.62,5.14
6105096007527042432,324.6499216035599,18.701641252110925,219.9027100208867,-39.56490755498965,4.575350494053209,-0.04,-0.12,0.18,-27.00956703227841,10.629681,4.0,21.0,0.67,4.99
462319320655724672,141.04798815851348,2.985449137036239,51.64289839345855,60.28141833362038,4.213953842121336,0.01,0.15,-0.18,1.0479370538612365,11.210155,2.0,20.0,0.57,5.09
1273049682588992768,47.59201654323649,52.91751217685221,235.18864344697272,29.97236326619639,5.876931853684189,0.1,0.08,0.11,-37.56750504308934,9.179039,10.0,23.0,0.7,4.8
6056324729772558080,301.84311943638636,1.8341873403639588,190.6130461649336,-61.018564770520165,8.84886544664064,0.0,-0.1,0.06,,,19.0,6.0,0.23,6.49
1967792425484660352,88.45044284056168,-6.405998848880776,322.90378404672606,42.70075634016125,1.6741569528452782,-0.07,0.59,0.02,,,-18.0,0.0,0.02,7.12
962834090404242432,168.41704325710668,12.251200199581346,92.8049701802297,44.952054644144276,2.0014869923726004,0.02,0.1,-0.49,-17.607052309831737,21.446365,-14.0,19.0,0.55,5.26
3116727478879461760,212.84219379475505,-7.904001487990031,95.77544459120477,-3.515785392048567,3.1139072123445883,0.02,-0.17,-0.27,,,-4.0,-4.0,-0.11,7.52
1998118742882029056,116.00467746492912,-4.500330934726634,359.8664370883092,57.67072103044701,6.7687633852538385,-0.01,0.13,-0.06,,,13.0,3.0,0.07,6.82
4716158250340258944,292.8054415210979,-55.69406333594766,24.473113293739353,-60.511488107397085,25.637927221145734,0.03,-0.02,0.02,35.50370199674241,1.1842515,42.0,13.0,0.38,5.87
3316380820338175232,204.5558892461309,-9.72534030275238,90.38010197283009,2.9092104699365917,5.70062337065936,0.01,-0.07,-0.16,,,9.0,-1.0,0.0,7.2
1001751476266970624,156.30289643069136,22.479849184614334,101.55498795482535,59.44316063204901,13.639541993511921,0.01,0.03,-0.07,,1.5329388,28.0,7.0,0.17,6.46
3887696579776144512,224.0815328021091,53.56106562477141,155.68132257309145,15.344017514856084,34.45354350725818,-0.02,-0.01,-0.02,19.766552828189475,0.98364675,48.0,17.0,0.43,5.47
3293146383001942656,188.2735219292319,-21.88999871453929,71.77787238791726,10.051662518671664,7.294182013905975,0.01,-0.02,-0.14,,2.3201709,14.0,4.0,0.08,6.72
1721651182634552192,117.33866481256068,35.04660646230383,222.62201796192917,80.74998715584447,5.095985531554809,0.1,0.14,-0.09,,,7.0,1.0,-0.01,7.03
3968325657226210048,236.43824616913517,62.38916587197927,166.8992165919318,13.859267492009952,20.039604979625505,-0.04,-0.02,-0.03,36.15504910319389,1.3881061,36.0,12.0,0.29,5.96
6494321268330229120,316.61760566969286,-56.32044760798237,358.0118900458834,-59.20180487723977,4.704501451742731,0.12,-0.08,0.15,23.019967541206213,10.810483,5.0,21.0,0.66,5.01
104717285566534016,142.04701150877455,-36.787192102736356,29.490059168834048,23.603025701390468,24.86895032872335,-0.01,0.02,-0.03,-7.195111759048615,1.1307688,41.0,12.0,0.28,5.97
4431260768809270144,15.505043456161232,45.24328014487404,235.554182251689,7.823638056289569,13.32904790580907,0.01,0.01,0.07,-0.6969141863397361,2.2688587,27.0,13.0,0.35,5.85
2054297739757072128,70.99735230146823,-2.1124567297170413,304.6010819755322,32.110310585763884,5.748067365451629,-0.01,0.16,0.06,,3.3044832,9.0,5.0,0.07,6.62
5918300080164530176,334.81873552395683,-16.498189352631023,269.6925276779979,-58.656375426349115,4.738134936712752,0.03,-0.09,0.19,-32.30864318040831,11.225425,5.0,23.0,0.74,4.83
6531550457169118848,334.94614567050644,-68.05220757202034,356.6361857580864,-44.82874127050507,4.807283866083531,0.08,-0.03,0.19,14.197197316809653,10.611603,5.0,22.0,0.71,4.89
3220290376016482304,204.23796857799988,-19.314546678659806,81.78906091407937,-1.3673567246485945,2.6419134801353437,0.05,-0.15,-0.35,,,-8.0,-5.0,-0.15,7.63
2681376880649342208,59.40112369372097,-40.12907667494017,329.66511362461466,0.5394127847145432,2.9741652249233215,-0.19,0.22,0.17,-15.996240945259292,21.743773,-5.0,27.0,0.78,4.44
2360849106346004480,75.18332519461745,-82.09109650683571,6.567318300759276,-21.67279635557266,2.6657195154928695,-0.36,0.05,0.1,0.450267989200988,21.642797,-7.0,25.0,0.8,4.61
183932184907589760,170.6681230286232,-1.209504142245155,79.12067681636027,36.071805366865554,4.058024827700262,0.0,0.04,-0.24,,,2.0,4.0,0.09,6.72
6009220758258406656,334.85392388923805,13.271215129409603,234.39387199305972,-39.09032192809767,4.386973194549945,-0.02,-0.09,0.21,-18.135512973034512,10.828379,3.0,21.0,0.67,5.0
2199888678590092416,103.45268555840929,2.722501519281278,332.1502888968699,59.289526682537776,4.328116425338924,0.01,0.22,-0.05,,,3.0,-1.0,-0.05,7.25
5679931078858813824,248.8447590985227,20.137373796304736,139.1074613768022,-19.458980257123407,5.905512507004661,-0.05,-0.15,-0.06,-5.448394784259194,3.9662669,10.0,9.0,0.22,6.24
3630099250409312640,320.2613922011008,53.018216405751566,203.2961049768915,-8.44314337418582,29.89421210891992,-0.02,-0.01,0.03,-9.748692638357635,1.0241268,45.0,13.0,0.36,5.87
712966087261585664,190.84321257536047,39.55014718919481,134.1642910746673,33.25761433431287,22.23067229808403,-0.01,-0.01,-0.04,33.1723863191954,1.2758622,39.0,12.0,0.29,5.97
5135204018838843392,195.2742876201637,-73.49859232709792,29.727657881455606,-21.13239654838436,15.99925863159792,0.02,0.0,-0.06,10.990196537306172,1.6503252,31.0,11.0,0.35,5.99
2631283474485026176,67.16181795255973,-59.252346187577764,347.60358930264147,-7.812579777049431,27.242710494372258,-0.03,0.02,0.01,2.06076614894603,1.0800527,43.0,12.0,0.34,5.91
458893723462265856,134.84329361028998,-2.643923861055436,35.81636303997605,58.08831672173483,3.469305302464034,-0.01,0.2,-0.2,70.49125006135618,21.012962,-2.0,27.0,0.84,4.42
2445041116866646144,100.26087149302927,-65.12058888564553,3.5053287467275966,-3.9089083168868854,4.522381520547629,-0.2,0.09,-0.04,-20.05106173581997,9.40769,4.0,19.0,0.54,5.27
4606454546400989696,62.359304334021765,24.592730337711796,270.97499405704934,35.97049507436754,4.451076108318359,0.08,0.18,0.1,-65.09091101624237,10.892765,4.0,21.0,0.62,5.04
3129962815738593280,207.30579355950164,3.7756153947350013,103.66714079697041,6.724090424618109,4.655139465700764,-0.01,-0.1,-0.19,,3.732706,5.0,4.0,0.14,6.69
2131198064025779072,79.20295484816026,16.994429916429343,287.61455615365406,48.44441394939517,3.5412215657673105,0.08,0.27,0.05,,,-1.0,2.0,0.04,6.9
5551767880357841792,256.4558580692265,-20.561209135290778,101.29368181601161,-47.222705038653096,1.3209113975194706,0.26,-0.69,-0.18,,,-23.0,-5.0,-0.11,7.64
5538399743116543360,253.61398872549597,-7.391638176532355,116.33947279138002,-39.34513437645955,5.227337201583146,0.02,-0.18,-0.05,,,7.0,-1.0,0.01,7.23
2411913553075903488,60.165839775511984,-63.674715102066614,348.96955963497606,-13.183989544782944,15.609788229285543,-0.05,0.02,0.03,17.51421756663047,1.5083284,31.0,8.0,0.24,6.28
6115107541931854592,314.4060862596367,23.153142795860806,206.3772070970978,-38.51089164693449,2.449092804298978,-0.11,-0.27,0.29,-32.09040083811734,22.76984,-9.0,25.0,0.8,4.67
1167718049194619264,10.295912111494292,53.241575194114816,226.88642322339402,9.226132995124967,30.401960985940622,0.0,0.0,0.03,-34.26442709697787,1.0343906,45.0,16.0,0.36,5.49
2419460360370951936,75.5694607315954,-71.51741934527557,358.95413211913103,-13.96645871238131,19.78253522508192,-0.05,0.02,0.01,-1.423064508983046,1.272979,36.0,10.0,0.26,6.11
4612817179671413120,303.24698921319396,-28.741553196844038,3.143580617944459,-88.36286206667125,2.6534790889799345,0.15,-0.28,0.21,,,-8.0,2.0,0.02,6.92
5080391126515916800,225.5500326095036,-52.05200639473159,55.99122914913839,-28.62874256803755,7.288206648199757,0.08,-0.06,-0.1,,2.8209429,14.0,6.0,0.19,6.5
6087152802397578496,308.8386136095732,17.025523711026388,200.92624986838413,-45.47583782359271,4.61574852643424,-0.05,-0.16,0.14,5.333525365748418,10.74696,4.0,22.0,0.71,4.97
1173302640550040576,4.0895779033769575,56.09336190126009,222.4255858956003,7.98674291351953,5.544546786235064,0.01,0.01,0.18,-25.169412732331224,,8.0,20.0,0.53,5.11
4529515047720511616,48.34427007549857,16.92352042670569,274.0378227363597,21.039919439270033,6.269980145017773,0.03,0.11,0.11,,,11.0,0.0,0.0,7.09
6798782665194488448,16.409769296817267,-35.95852408769211,311.1475669239408,-28.204721871540393,10.912659306984743,-0.02,0.02,0.09,,1.7598724,23.0,6.0,0.14,6.54
656546537868692480,206.41123956313663,25.01385898715423,122.95476703431159,16.522749122185882,29.25028491209956,-0.01,-0.01,-0.03,8.832613662823846,1.0956724,45.0,13.0,0.33,5.8
470361114339849472,145.89655144095846,4.705023477339056,61.243592708280204,58.65978116285002,0.7822751522923913,0.06,0.71,-1.06,-49.11701194295799,93.23722,-34.0,24.0,0.62,4.7
33830740131749760,163.54911908013162,-37.42881631310675,45.22242445357874,15.030868214790763,12.538060497250688,-0.01,0.02,-0.08,-42.6008473929999,2.2067854,26.0,11.0,0.27,6.02
5724491467638723456,234.66640171640418,7.9741439657418764,120.39534746097911,-15.255524542032896,3.2559050095981426,-0.03,-0.25,-0.18,57.86100533953823,14.392928,-3.0,20.0,0.62,5.12
182580335363840256,173.81818694784388,0.07977306794592236,82.59773229120374,34.20072252710825,4.492895662282282,0.0,0.02,-0.22,-1.0979860806609363,10.689808,4.0,21.0,0.59,5.05
2922515822322656896,234.38837482276188,-9.056079350505527,104.39464747153379,-23.157907791083325,2.0751883451640087,0.06,-0.39,-0.28,10.763285184254865,15.345167,-13.0,13.0,0.35,5.78
189928371571242880,171.7495354108674,4.852805951476953,86.23705786662963,38.498465064420934,4.791609359048684,0.0,0.03,-0.21,26.370041129253146,11.699364,5.0,23.0,0.7,4.78
3970748431097951360,234.3778764828381,67.66351660372621,171.1080288454988,17.343727411190102,4.2858203175777305,-0.18,-0.07,-0.14,-31.600581018812022,10.446332,3.0,20.0,0.63,5.14
2420202565079257600,71.49216717268476,-70.15026142866786,356.98410058146203,-13.917227794216695,4.98864635540142,-0.18,0.06,0.06,-55.19852446560439,10.1849985,6.0,22.0,0.7,4.94
6026209484253362944,348.9142974911738,6.871001934137981,252.32993992594464,-34.01719166876349,5.517844173703736,0.0,-0.03,0.18,,3.5735648,8.0,6.0,0.16,6.49
2569823557631138560,150.85440366174134,-49.89301993856175,30.647804188729303,9.081635761212457,10.921211382556745,-0.03,0.03,-0.08,-22.75170125516198,3.54159,23.0,17.0,0.53,5.4
5694399758536692992,246.0588241275525,5.19335191767121,124.37126409819734,-26.302056568655875,1.6240351805823543,-0.05,-0.56,-0.25,16.33744072021731,16.965021,-18.0,12.0,0.34,5.96
1845206534070618624,73.3423005498664,-12.306001296213193,315.60836985064907,27.807373006223948,19.691934659874672,-0.01,0.05,0.01,,1.5995288,36.0,14.0,0.36,5.72
2681300636390285696,58.05486167378363,-38.37587748672483,327.6365110831439,0.7528040401713014,5.439691477568554,-0.1,0.12,0.1,-47.63336507987272,9.9819,8.0,23.0,0.75,4.82
2004819544691279360,102.4641663167649,-3.039766387409771,336.4689528718284,53.94465102785561,15.916179775260234,0.0,0.06,-0.01,-21.713177913553345,1.5015072,31.0,9.0,0.2,6.25
5949173267198310784,344.9195753229438,-7.665527058890725,264.72168225227614,-45.76054897195738,11.880991567180912,0.0,-0.02,0.08,8.376835235579492,3.903189,25.0,20.0,0.62,5.11
6736604427984866176,2.048009693866601,-11.737722795844514,279.5825216388237,-32.686364815942014,14.3770238190711,0.0,0.0,0.07,5.15058031777064,1.6921862,29.0,9.0,0.27,6.19
2977153411262489984,218.92278189451156,-36.84819343214586,70.94587271162492,-20.351804064755417,4.424956249913626,0.09,-0.11,-0.18,3.21266985300928,10.564057,4.0,21.0,0.67,5.08
3704896896143012608,309.15758857741747,67.11309188643266,195.28369685485063,4.358629853626201,10.997379094610963,-0.06,-0.03,0.06,,1.6708233,23.0,5.0,0.13,6.61
1965474242654170240,85.4815698920438,-7.283189486849088,320.8981996929428,40.018649991578336,6.348945715769924,-0.02,0.16,0.01,,,11.0,3.0,0.06,6.84
3778686594656228608,249.726399129752,40.609577316152745,155.16162020896766,-6.192842933903067,9.825678896523069,-0.06,-0.07,-0.04,,2.0117004,21.0,6.0,0.18,6.5
5903818962293452160,326.71798821948187,9.121373206104074,228.6146061044731,-47.03808470051416,6.382660394367821,-0.01,-0.08,0.13,,2.8841841,12.0,5.0,0.15,6.58
5297617897907743488,279.67038887342306,-11.349827759456524,134.17589541892727,-63.0483973118137,4.865578805745986,0.04,-0.2,0.03,,,6.0,-2.0,-0.04,7.29
4603894402295284992,57.39849831386217,25.756523906691427,268.05554475487895,32.01393534271209,3.1998352034517197,0.11,0.24,0.17,,,-3.0,2.0,0.04,6.89
3156126175957731200,206.97254540723318,9.250760379055194,108.4647974043818,9.46828843577919,4.7661096759127055,-0.02,-0.09,-0.19,-31.504230775236433,10.389563,5.0,22.0,0.74,4.92
5336721616668245376,292.15624159115686,2.985532873751173,172.14313771647764,-58.14197893084515,4.04580746733469,-0.01,-0.23,0.09,,,2.0,-1.0,-0.05,7.24
3170377976955135616,199.90451110984645,15.85806239767665,111.6138322602694,18.516834895377006,6.485314141154984,-0.01,-0.05,-0.14,,3.2887387,12.0,6.0,0.14,6.48
5588913437600049408,247.93484324772734,-5.35677154583448,115.12687339227953,-33.42556341712088,16.669443054549962,0.01,-0.06,-0.02,37.96244690884825,1.6687664,32.0,12.0,0.35,5.92
2956669166040391040,229.73619342772471,-29.29887532480756,81.85340648574676,-26.585139127273486,11.968035956519321,0.03,-0.06,-0.05,,1.5148901,25.0,4.0,0.08,6.7
5953770531448810368,344.9364433117852,-11.754042956619486,269.92777408738823,-47.76245128430153,7.90507041480829,0.01,-0.03,0.12,,2.2040617,16.0,5.0,0.12,6.67
5184558965505735168,180.23655154545753,-54.05207389367674,42.58933219037135,-4.986425662911572,5.70248625729104,0.0,0.0,-0.18,,,9.0,2.0,0.06,6.88
4102020052110269184,19.49337994199682,-5.530036540037409,281.69297720384463,-14.466540035402627,26.866857555772143,0.0,0.01,0.04,-1.312510755130745,0.94988376,43.0,10.0,0.28,6.09
6355876502235692032,313.4621990221934,-34.160692652968734,323.2780246203178,-78.54306911669501,5.4267231096890205,0.08,-0.11,0.13,27.17696423239898,8.809806,8.0,21.0,0.67,5.03
801195229601189248,182.33944815359314,49.81215949571715,146.52265810162984,39.83816539005079,17.27009624052202,0.0,0.0,-0.06,-4.870219365268484,1.4523884,33.0,10.0,0.24,6.14
4506200011056472576,45.213330260137845,5.424804220585489,283.5910311263939,13.389689507283041,1.9667815655291787,0.03,0.36,0.36,,8.615294,-14.0,2.0,-0.01,6.91
4042509775560348672,357.69523125133554,-4.906519143315041,269.9851550004611,-33.40834139429212,1.7015779914408586,0.0,-0.02,0.59,,,-17.0,2.0,0.26,6.88
6385794694664872320,319.75412489822656,-44.934596762833586,340.19967231645694,-67.68867757523768,0.7186350018708024,0.63,-0.64,1.06,,,-36.0,1.0,0.05,6.98
235579682037076352,151.89916219497965,-15.358552646274697,49.82996288532809,39.055198366551366,12.733818790376251,-0.01,0.04,-0.07,,1.7278811,27.0,7.0,0.15,6.39
6691193566928966528,2.678037747066067,-28.655338174110867,299.4048303333447,-37.744884549516456,15.513696439276503,0.0,0.0,0.06,-34.84655725703555,2.0375364,31.0,13.0,0.36,5.8
353574562646306432,139.57614884883722,-14.177365952286086,36.26546845654168,45.646988777405426,11.438013004356156,-0.01,0.05,-0.07,-23.883633894675874,3.5614889,24.0,18.0,0.53,5.3
4299744334730770816,51.02178117321314,-12.105900078477173,302.1376983268515,10.053898044324903,4.459067062771808,-0.04,0.17,0.14,17.455093343846023,10.1645775,4.0,19.0,0.6,5.18
